state,timestamp,timeseries_votes,eevp,Trump Share,Biden Share,Votes_Remaining_File,state_last_updated,Total_Votes,Total_Absentee_Votes,Trump_Votes,Trump_Absentee_Votes,Biden_Votes,Biden_Absentee_Votes,Jorgensen_Votes,Jorgensen_Absentee_Votes,Counties_Total_Votes,Counties_Total_Absentee_Votes,Counties_Total_Max_Absentee_Ballots,Counties_Trump_Votes,Counties_Trump_Absentee_Votes,Counties_Biden_Votes,Counties_Biden_Absentee_Votes,Counties_Jorgensen_Votes,Counties_Jorgensen_Absentee_Votes,Precinct_Metadata_Filename,Precinct_Meta_Counties_Total_Votes,Precinct_Meta_Counties_Total_Electionday_Votes,Precinct_Meta_Counties_Total_Absentee_Votes,Precinct_Meta_Counties_Total_Provisional_Votes,Precinct_Meta_Counties_uncounted_mail_ballots,Precinct_Meta_Counties_Trump_Votes,Precinct_Meta_Counties_Trump_Electionday_Votes,Precinct_Meta_Counties_Trump_Absentee_Votes,Precinct_Meta_Counties_Trump_Provisional_Votes,Precinct_Meta_Counties_Biden_Votes,Precinct_Meta_Counties_Biden_Electionday_Votes,Precinct_Meta_Counties_Biden_Absentee_Votes,Precinct_Meta_Counties_Biden_Provisional_Votes,Precinct_Meta_Counties_Jorgensen_Votes,Precinct_Meta_Counties_Jorgensen_Electionday_Votes,Precinct_Meta_Counties_Jorgensen_Absentee_Votes,Precinct_Meta_Counties_Jorgensen_Provisional_Votes,Precincts_Total_Votes,Precincts_Trump_Votes,Precincts_Biden_Votes,Precincts_Jorgensen_Votes
North Carolina,2020-11-10T18:35:22Z,5465847,98,0.5,0.487,1aec46836d4789855cf8a9644fcc51137594d949.json,2020-11-10T18:35:22Z,5465847,4577380,2734632,2157579,2659762,2369380,47438,33641,5469477,4577380,4439351,2734632,2157579,2659762,2369380,47438,33641,NCGeneral-2020-11-11T00-35-34.124Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179139,1784467,1345076,29821
North Carolina,2020-11-11T17:10:27Z,5471602,98,0.5,0.487,9799b0f53601261d2cc54d558bca627c25314ea7.json,2020-11-11T03:26:31Z,5465847,4577380,2734632,2157579,2659762,2369380,47438,33641,5469477,4577380,4439351,2734632,2157579,2659762,2369380,47438,33641,NCGeneral-2020-11-11T16-30-55.800Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179437,1784588,1345240,29829
North Carolina,2020-11-11T17:16:47Z,5471891,98,0.5,0.487,62464dd86f4e2127c9802aa946e446b9b3722572.json,2020-11-11T17:16:47Z,5471891,4577380,2736667,2157579,2663342,2369380,47660,33641,5475521,4577380,4439351,2736667,2157579,2663342,2369380,47660,33641,NCGeneral-2020-11-11T16-30-55.800Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179437,1784588,1345240,29829
North Carolina,2020-11-11T17:21:43Z,5472241,98,0.5,0.487,14ac48a62081e4896d4d2577dac349126158dd7a.json,2020-11-11T17:21:43Z,5472241,4577380,2736808,2157579,2663471,2369380,47661,33641,5475806,4577380,4439351,2736808,2157579,2663471,2369380,47661,33641,NCGeneral-2020-11-11T16-30-55.800Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179437,1784588,1345240,29829
North Carolina,2020-11-11T17:33:12Z,5474442,98,0.5,0.487,069e8efa6310ee4bf67883022f33a198b0ecf539.json,2020-11-11T17:33:12Z,5474442,4577380,2736881,2157579,2663605,2369380,47665,33641,5474442,4577276,4439351,2736881,2157579,2663605,2369380,47665,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T16:42:57Z,5475348,98,0.5,0.487,069e8efa6310ee4bf67883022f33a198b0ecf539.json,2020-11-11T17:33:12Z,5474442,4577380,2736881,2157579,2663605,2369380,47665,33641,5474442,4577276,4439351,2736881,2157579,2663605,2369380,47665,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T16:45:09Z,5475475,98,0.5,0.487,af9f6358fd10ecd9f5364035117b0f5fcd10c237.json,2020-11-12T16:45:09Z,5475475,4577380,2737347,2157579,2664147,2369380,47683,33641,5475475,4577276,4439351,2737347,2157579,2664147,2369380,47683,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T17:00:49Z,5475479,98,0.5,0.487,af9f6358fd10ecd9f5364035117b0f5fcd10c237.json,2020-11-12T16:45:09Z,5475475,4577380,2737347,2157579,2664147,2369380,47683,33641,5475475,4577276,4439351,2737347,2157579,2664147,2369380,47683,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T17:04:13Z,5475579,98,0.5,0.487,af9f6358fd10ecd9f5364035117b0f5fcd10c237.json,2020-11-12T16:45:09Z,5475475,4577380,2737347,2157579,2664147,2369380,47683,33641,5475475,4577276,4439351,2737347,2157579,2664147,2369380,47683,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T17:05:19Z,5475568,98,0.5,0.487,cf2ef0c2f4fcd45c4e76cb560954b0288ec0adaa.json,2020-11-12T17:05:19Z,5475568,4577380,2737394,2157579,2664191,2369380,47685,33641,5475568,4577276,4439351,2737394,2157579,2664191,2369380,47685,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T17:14:52Z,5475590,98,0.5,0.487,cf2ef0c2f4fcd45c4e76cb560954b0288ec0adaa.json,2020-11-12T17:05:19Z,5475568,4577380,2737394,2157579,2664191,2369380,47685,33641,5475568,4577276,4439351,2737394,2157579,2664191,2369380,47685,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T17:17:19Z,5475624,98,0.5,0.487,e7539a848267fbe7450ab2857a6c121e4f4c82bf.json,2020-11-12T17:17:19Z,5475624,4577380,2737423,2157579,2664216,2369380,47686,33641,5475624,4577276,4439351,2737423,2157579,2664216,2369380,47686,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T17:20:09Z,5475713,98,0.5,0.487,e7539a848267fbe7450ab2857a6c121e4f4c82bf.json,2020-11-12T17:17:19Z,5475624,4577380,2737423,2157579,2664216,2369380,47686,33641,5475624,4577276,4439351,2737423,2157579,2664216,2369380,47686,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T17:20:39Z,5475677,98,0.5,0.487,e7539a848267fbe7450ab2857a6c121e4f4c82bf.json,2020-11-12T17:17:19Z,5475624,4577380,2737423,2157579,2664216,2369380,47686,33641,5475624,4577276,4439351,2737423,2157579,2664216,2369380,47686,33641,NCGeneral-2020-11-12T15-26-34.746Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180433,1785042,1345748,29846
North Carolina,2020-11-12T17:26:10Z,5475719,98,0.5,0.487,e76558f9d4a728e65482a2d6165aa1343b4f4845.json,2020-11-12T17:26:10Z,5475719,4577380,2737488,2157579,2664244,2369380,47687,33641,5475719,4577276,4439351,2737488,2157579,2664244,2369380,47687,33641,NCGeneral-2020-11-12T19-48-56.509Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180693,1785157,1345886,29853
North Carolina,2020-11-12T23:00:29Z,5476283,98,0.5,0.487,e76558f9d4a728e65482a2d6165aa1343b4f4845.json,2020-11-12T17:26:10Z,5475719,4577380,2737488,2157579,2664244,2369380,47687,33641,5475719,4577276,4439351,2737488,2157579,2664244,2369380,47687,33641,NCGeneral-2020-11-12T19-48-56.509Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180693,1785157,1345886,29853
North Carolina,2020-11-12T23:02:46Z,5476588,98,0.5,0.487,e76558f9d4a728e65482a2d6165aa1343b4f4845.json,2020-11-12T17:26:10Z,5475719,4577380,2737488,2157579,2664244,2369380,47687,33641,5475719,4577276,4439351,2737488,2157579,2664244,2369380,47687,33641,NCGeneral-2020-11-12T19-48-56.509Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180693,1785157,1345886,29853
North Carolina,2020-11-12T23:05:00Z,5476821,98,0.5,0.487,e76558f9d4a728e65482a2d6165aa1343b4f4845.json,2020-11-12T17:26:10Z,5475719,4577380,2737488,2157579,2664244,2369380,47687,33641,5475719,4577276,4439351,2737488,2157579,2664244,2369380,47687,33641,NCGeneral-2020-11-12T19-48-56.509Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180693,1785157,1345886,29853
North Carolina,2020-11-12T23:06:31Z,5476952,98,0.5,0.487,e76558f9d4a728e65482a2d6165aa1343b4f4845.json,2020-11-12T17:26:10Z,5475719,4577380,2737488,2157579,2664244,2369380,47687,33641,5475719,4577276,4439351,2737488,2157579,2664244,2369380,47687,33641,NCGeneral-2020-11-12T19-48-56.509Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180693,1785157,1345886,29853
North Carolina,2020-11-12T23:08:05Z,5476982,98,0.5,0.487,f2790289d4e21a4ee81e45dd880c46abb65d9ef3.json,2020-11-12T23:08:05Z,5476982,4577380,2738107,2157579,2664839,2369380,47724,33641,5476982,4577276,4439351,2738107,2157579,2664839,2369380,47724,33641,NCGeneral-2020-11-12T23-07-00.737Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3182800,1786067,1347003,29905
North Carolina,2020-11-12T23:13:08Z,5478398,98,0.5,0.487,beec83d8dadfd0c1027250bd6d6cf430fb9971d2.json,2020-11-12T23:13:08Z,5478398,4577380,2738698,2157579,2665621,2369380,47759,33641,5478398,4577276,4439351,2738698,2157579,2665621,2369380,47759,33641,NCGeneral-2020-11-12T23-43-20.321Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183201,1786296,1347156,29920
North Carolina,2020-11-13T00:39:26Z,5480319,98,0.5,0.487,beec83d8dadfd0c1027250bd6d6cf430fb9971d2.json,2020-11-12T23:13:08Z,5478398,4577380,2738698,2157579,2665621,2369380,47759,33641,5478398,4577276,4439351,2738698,2157579,2665621,2369380,47759,33641,NCGeneral-2020-11-12T23-43-20.321Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183201,1786296,1347156,29920
North Carolina,2020-11-13T00:43:21Z,5483003,98,0.5,0.487,beec83d8dadfd0c1027250bd6d6cf430fb9971d2.json,2020-11-12T23:13:08Z,5478398,4577380,2738698,2157579,2665621,2369380,47759,33641,5478398,4577276,4439351,2738698,2157579,2665621,2369380,47759,33641,NCGeneral-2020-11-12T23-43-20.321Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183201,1786296,1347156,29920
North Carolina,2020-11-13T00:45:31Z,5483604,98,0.5,0.487,c76d2d0aae90628b946d392faf44a1372d7a950d.json,2020-11-13T00:45:31Z,5483604,4577380,2740537,2157579,2668804,2369380,47884,33641,5483604,4577276,4439351,2740537,2157579,2668804,2369380,47884,33641,NCGeneral-2020-11-13T00-40-03.947Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183694,1786587,1347350,29925
North Carolina,2020-11-13T00:50:09Z,5483753,98,0.5,0.487,c76d2d0aae90628b946d392faf44a1372d7a950d.json,2020-11-13T00:45:31Z,5483604,4577380,2740537,2157579,2668804,2369380,47884,33641,5483604,4577276,4439351,2740537,2157579,2668804,2369380,47884,33641,NCGeneral-2020-11-13T00-40-03.947Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183694,1786587,1347350,29925
North Carolina,2020-11-13T00:51:51Z,5484334,98,0.5,0.487,c76d2d0aae90628b946d392faf44a1372d7a950d.json,2020-11-13T00:45:31Z,5483604,4577380,2740537,2157579,2668804,2369380,47884,33641,5483604,4577276,4439351,2740537,2157579,2668804,2369380,47884,33641,NCGeneral-2020-11-13T00-40-03.947Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183694,1786587,1347350,29925
North Carolina,2020-11-13T00:53:55Z,5484469,98,0.5,0.487,c76d2d0aae90628b946d392faf44a1372d7a950d.json,2020-11-13T00:45:31Z,5483604,4577380,2740537,2157579,2668804,2369380,47884,33641,5483604,4577276,4439351,2740537,2157579,2668804,2369380,47884,33641,NCGeneral-2020-11-13T00-40-03.947Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183694,1786587,1347350,29925
North Carolina,2020-11-13T00:55:46Z,5484590,98,0.5,0.487,c76d2d0aae90628b946d392faf44a1372d7a950d.json,2020-11-13T00:45:31Z,5483604,4577380,2740537,2157579,2668804,2369380,47884,33641,5483604,4577276,4439351,2740537,2157579,2668804,2369380,47884,33641,NCGeneral-2020-11-13T00-40-03.947Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183694,1786587,1347350,29925
North Carolina,2020-11-13T00:57:17Z,5485574,98,0.5,0.487,eb2ce80c73dd30bea314d2c3d80e27b8927482d8.json,2020-11-13T00:57:17Z,5485574,4577380,2741044,2157579,2669475,2369380,47920,33641,5485574,4577276,4439351,2741044,2157579,2669475,2369380,47920,33641,NCGeneral-2020-11-13T00-51-40.341Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183942,1786729,1347444,29931
North Carolina,2020-11-13T01:02:12Z,5485822,98,0.5,0.487,eb2ce80c73dd30bea314d2c3d80e27b8927482d8.json,2020-11-13T00:57:17Z,5485574,4577380,2741044,2157579,2669475,2369380,47920,33641,5485574,4577276,4439351,2741044,2157579,2669475,2369380,47920,33641,NCGeneral-2020-11-13T00-51-40.341Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183942,1786729,1347444,29931
North Carolina,2020-11-13T01:53:58Z,5486258,98,0.5,0.487,e39e805089a0c6d7c6c3e94ed61bcae43533dbd0.json,2020-11-13T01:15:33Z,5485822,4577380,2741186,2157579,2669569,2369380,47926,33641,5485822,4577276,4439351,2741186,2157579,2669569,2369380,47926,33641,NCGeneral-2020-11-13T01-35-49.281Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184430,1786973,1347669,29946
North Carolina,2020-11-13T01:55:11Z,5486829,98,0.5,0.487,e39e805089a0c6d7c6c3e94ed61bcae43533dbd0.json,2020-11-13T01:15:33Z,5485822,4577380,2741186,2157579,2669569,2369380,47926,33641,5485822,4577276,4439351,2741186,2157579,2669569,2369380,47926,33641,NCGeneral-2020-11-13T01-35-49.281Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184430,1786973,1347669,29946
North Carolina,2020-11-13T01:58:01Z,5487481,98,0.5,0.487,e39e805089a0c6d7c6c3e94ed61bcae43533dbd0.json,2020-11-13T01:15:33Z,5485822,4577380,2741186,2157579,2669569,2369380,47926,33641,5485822,4577276,4439351,2741186,2157579,2669569,2369380,47926,33641,NCGeneral-2020-11-13T01-35-49.281Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184430,1786973,1347669,29946
North Carolina,2020-11-13T01:58:47Z,5487927,98,0.5,0.487,e39e805089a0c6d7c6c3e94ed61bcae43533dbd0.json,2020-11-13T01:15:33Z,5485822,4577380,2741186,2157579,2669569,2369380,47926,33641,5485822,4577276,4439351,2741186,2157579,2669569,2369380,47926,33641,NCGeneral-2020-11-13T01-35-49.281Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184430,1786973,1347669,29946
North Carolina,2020-11-13T02:04:56Z,5488341,98,0.5,0.487,e1173a2637ac17a9d92e043dad60dcf1c09c8997.json,2020-11-13T02:04:56Z,5488341,4577380,2742244,2157579,2670744,2369380,47986,33641,5488341,4577276,4439351,2742244,2157579,2670744,2369380,47986,33641,NCGeneral-2020-11-13T02-20-00.825Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184430,1786973,1347669,29946
North Carolina,2020-11-13T02:35:38Z,5490207,98,0.5,0.487,e1173a2637ac17a9d92e043dad60dcf1c09c8997.json,2020-11-13T02:04:56Z,5488341,4577380,2742244,2157579,2670744,2369380,47986,33641,5488341,4577276,4439351,2742244,2157579,2670744,2369380,47986,33641,NCGeneral-2020-11-13T02-20-00.825Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184430,1786973,1347669,29946
North Carolina,2020-11-13T02:36:56Z,5490446,98,0.5,0.487,e6c99e4f91b1697d1332996d292162fbc6130087.json,2020-11-13T02:36:56Z,5490446,4577380,2743282,2157579,2671593,2369380,48038,33641,5490446,4577276,4439351,2743282,2157579,2671593,2369380,48038,33641,NCGeneral-2020-11-13T02-43-34.065Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188311,1788726,1349608,30064
North Carolina,2020-11-13T02:50:07Z,5493233,98,0.5,0.487,e01b8111a74cf7bfc8d3468689e6194989d9c1f9.json,2020-11-13T02:50:07Z,5493233,4577380,2744299,2157579,2672900,2369380,48118,33641,5493233,4577276,4439351,2744299,2157579,2672900,2369380,48118,33641,NCGeneral-2020-11-13T02-47-06.185Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188589,1788891,1349704,30072
North Carolina,2020-11-13T13:14:14Z,5494776,98,0.499,0.487,e01b8111a74cf7bfc8d3468689e6194989d9c1f9.json,2020-11-13T02:50:07Z,5493233,4577380,2744299,2157579,2672900,2369380,48118,33641,5493233,4577276,4439351,2744299,2157579,2672900,2369380,48118,33641,NCGeneral-2020-11-13T02-47-06.185Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188589,1788891,1349704,30072
North Carolina,2020-11-13T13:16:08Z,5495112,98,0.5,0.487,d3ac666670826dedfe702b10a6931bc8afb76804.json,2020-11-13T13:16:08Z,5495112,4577380,2744826,2157579,2673554,2369380,48142,33641,5495112,4577276,4439351,2744826,2157579,2673554,2369380,48142,33641,NCGeneral-2020-11-13T13-33-04.090Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189453,1789216,1350223,30085
North Carolina,2020-11-13T14:42:52Z,5495517,98,0.5,0.487,af46f7569f2139a768870fc4c39e847f296e4957.json,2020-11-13T14:42:52Z,5495517,4577380,2745120,2157579,2673654,2369380,48152,33641,5495517,4577276,4439351,2745120,2157579,2673654,2369380,48152,33641,NCGeneral-2020-11-13T15-13-41.209Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188956,1788987,1349972,30074
North Carolina,2020-11-13T15:26:06Z,5495565,98,0.5,0.487,af46f7569f2139a768870fc4c39e847f296e4957.json,2020-11-13T14:42:52Z,5495517,4577380,2745120,2157579,2673654,2369380,48152,33641,5495517,4577276,4439351,2745120,2157579,2673654,2369380,48152,33641,NCGeneral-2020-11-13T15-13-41.209Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188956,1788987,1349972,30074
North Carolina,2020-11-13T15:29:44Z,5495021,98,0.5,0.487,cca77b4846a882225b1b85cee6bd8277673c681c.json,2020-11-13T15:29:44Z,5495021,4577380,2744891,2157579,2673403,2369380,48141,33641,5495021,4577276,4439351,2744891,2157579,2673403,2369380,48141,33641,NCGeneral-2020-11-13T15-41-42.490Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189301,1789142,1350157,30077
North Carolina,2020-11-13T16:02:10Z,5495020,98,0.5,0.487,cca77b4846a882225b1b85cee6bd8277673c681c.json,2020-11-13T15:29:44Z,5495021,4577380,2744891,2157579,2673403,2369380,48141,33641,5495021,4577276,4439351,2744891,2157579,2673403,2369380,48141,33641,NCGeneral-2020-11-13T15-41-42.490Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189301,1789142,1350157,30077
North Carolina,2020-11-13T16:06:42Z,5497033,98,0.499,0.487,cca77b4846a882225b1b85cee6bd8277673c681c.json,2020-11-13T15:29:44Z,5495021,4577380,2744891,2157579,2673403,2369380,48141,33641,5495021,4577276,4439351,2744891,2157579,2673403,2369380,48141,33641,NCGeneral-2020-11-13T15-41-42.490Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189301,1789142,1350157,30077
North Carolina,2020-11-13T16:09:04Z,5497623,98,0.5,0.487,cca77b4846a882225b1b85cee6bd8277673c681c.json,2020-11-13T15:29:44Z,5495021,4577380,2744891,2157579,2673403,2369380,48141,33641,5495021,4577276,4439351,2744891,2157579,2673403,2369380,48141,33641,NCGeneral-2020-11-13T15-41-42.490Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189301,1789142,1350157,30077
North Carolina,2020-11-13T16:11:00Z,5497866,98,0.5,0.487,cca77b4846a882225b1b85cee6bd8277673c681c.json,2020-11-13T15:29:44Z,5495021,4577380,2744891,2157579,2673403,2369380,48141,33641,5495021,4577276,4439351,2744891,2157579,2673403,2369380,48141,33641,NCGeneral-2020-11-13T15-41-42.490Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189301,1789142,1350157,30077
North Carolina,2020-11-13T16:11:43Z,5497948,98,0.5,0.487,cca77b4846a882225b1b85cee6bd8277673c681c.json,2020-11-13T15:29:44Z,5495021,4577380,2744891,2157579,2673403,2369380,48141,33641,5495021,4577276,4439351,2744891,2157579,2673403,2369380,48141,33641,NCGeneral-2020-11-13T15-41-42.490Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189301,1789142,1350157,30077
North Carolina,2020-11-13T16:15:15Z,5498042,98,0.5,0.487,cca77b4846a882225b1b85cee6bd8277673c681c.json,2020-11-13T15:29:44Z,5495021,4577380,2744891,2157579,2673403,2369380,48141,33641,5495021,4577276,4439351,2744891,2157579,2673403,2369380,48141,33641,NCGeneral-2020-11-13T15-41-42.490Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189301,1789142,1350157,30077
North Carolina,2020-11-13T16:16:03Z,5498060,98,0.5,0.487,19c37dee8fe26baa7ffa41ed58be1f35c8212381.json,2020-11-13T16:16:03Z,5498060,4577380,2746338,2157579,2674895,2369380,48217,33641,5498060,4577276,4439351,2746338,2157579,2674895,2369380,48217,33641,NCGeneral-2020-11-13T16-27-06.004Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3193063,1791570,1351413,30126
North Carolina,2020-11-13T16:36:53Z,5498057,98,0.5,0.487,19c37dee8fe26baa7ffa41ed58be1f35c8212381.json,2020-11-13T16:16:03Z,5498060,4577380,2746338,2157579,2674895,2369380,48217,33641,5498060,4577276,4439351,2746338,2157579,2674895,2369380,48217,33641,NCGeneral-2020-11-13T16-27-06.004Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3193063,1791570,1351413,30126
North Carolina,2020-11-13T16:38:16Z,5501595,98,0.5,0.486,19c37dee8fe26baa7ffa41ed58be1f35c8212381.json,2020-11-13T16:16:03Z,5498060,4577380,2746338,2157579,2674895,2369380,48217,33641,5498060,4577276,4439351,2746338,2157579,2674895,2369380,48217,33641,NCGeneral-2020-11-13T16-27-06.004Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3193063,1791570,1351413,30126
North Carolina,2020-11-13T16:41:18Z,5503941,98,0.5,0.486,23bc04fea634b2bbc4eddf38490727d5dc540d6e.json,2020-11-13T16:41:18Z,5503941,4577380,2750025,2157579,2676912,2369380,48360,33641,5503941,4577276,4439351,2750025,2157579,2676912,2369380,48360,33641,NCGeneral-2020-11-13T16-42-01.461Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195920,1793141,1352543,30241
North Carolina,2020-11-13T16:42:45Z,5504166,98,0.5,0.486,23bc04fea634b2bbc4eddf38490727d5dc540d6e.json,2020-11-13T16:41:18Z,5503941,4577380,2750025,2157579,2676912,2369380,48360,33641,5503941,4577276,4439351,2750025,2157579,2676912,2369380,48360,33641,NCGeneral-2020-11-13T16-42-01.461Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195920,1793141,1352543,30241
North Carolina,2020-11-13T16:45:00Z,5504277,98,0.5,0.486,23bc04fea634b2bbc4eddf38490727d5dc540d6e.json,2020-11-13T16:41:18Z,5503941,4577380,2750025,2157579,2676912,2369380,48360,33641,5503941,4577276,4439351,2750025,2157579,2676912,2369380,48360,33641,NCGeneral-2020-11-13T16-42-01.461Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195920,1793141,1352543,30241
North Carolina,2020-11-13T16:46:45Z,5504276,98,0.5,0.486,23bc04fea634b2bbc4eddf38490727d5dc540d6e.json,2020-11-13T16:41:18Z,5503941,4577380,2750025,2157579,2676912,2369380,48360,33641,5503941,4577276,4439351,2750025,2157579,2676912,2369380,48360,33641,NCGeneral-2020-11-13T16-42-01.461Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195920,1793141,1352543,30241
North Carolina,2020-11-13T16:47:42Z,5504943,98,0.5,0.486,c93e8905a094e85c23c19c5b9a195ed0b12c361f.json,2020-11-13T16:47:42Z,5504943,4577380,2750598,2157579,2677325,2369380,48372,33641,5504943,4577276,4439351,2750598,2157579,2677325,2369380,48372,33641,NCGeneral-2020-11-13T16-50-36.479Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195921,1793141,1352543,30241
North Carolina,2020-11-13T16:50:33Z,5504949,98,0.5,0.486,c93e8905a094e85c23c19c5b9a195ed0b12c361f.json,2020-11-13T16:47:42Z,5504943,4577380,2750598,2157579,2677325,2369380,48372,33641,5504943,4577276,4439351,2750598,2157579,2677325,2369380,48372,33641,NCGeneral-2020-11-13T16-50-36.479Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195921,1793141,1352543,30241
North Carolina,2020-11-13T16:53:20Z,5504950,98,0.5,0.486,8783175b119ac9e29ac2d1a5033bfbd99b49ca39.json,2020-11-13T16:53:20Z,5504950,4577380,2750602,2157579,2677328,2369380,48372,33641,5504950,4577276,4439351,2750602,2157579,2677328,2369380,48372,33641,NCGeneral-2020-11-13T16-54-18.018Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195921,1793141,1352543,30241
North Carolina,2020-11-13T17:20:08Z,5504950,99,0.5,0.486,c94210cbb65039f06decaffd52d891c5d524323d.json,2020-11-13T17:20:08Z,5504950,4577380,2750602,2157579,2677328,2369380,48372,33641,5504950,4577276,4439351,2750602,2157579,2677328,2369380,48372,33641,NCGeneral-2020-11-13T17-19-39.960Z.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196603,1793474,1352864,30258
